Date,Open,High,Low,Close,Adj Close,Volume
2016-05-04,16150.000000,16749.000000,15951.000000,16000.000000,13584.897461,408332
2016-05-05,16000.000000,16044.000000,15489.000000,15820.000000,13432.068359,466968
2016-05-06,15401.000000,15700.000000,15400.000000,15699.000000,13329.331055,150097
2016-05-09,15696.000000,15894.000000,15344.000000,15599.000000,13244.425781,163859
2016-05-10,15500.000000,16170.000000,15500.000000,16125.000000,13691.029297,294446
2016-05-11,16149.000000,16286.000000,15901.000000,16180.000000,13737.728516,163670
2016-05-12,16000.000000,16181.000000,15869.000000,16124.000000,13690.180664,102881
2016-05-13,15843.000000,16000.000000,15699.000000,15790.000000,13406.595703,167108
2016-05-16,15680.000000,16071.000000,15510.000000,15700.000000,13330.179688,352487
2016-05-17,15761.000000,16153.000000,15666.000000,16111.000000,13679.143555,478325
2016-05-18,15551.000000,16749.000000,15551.000000,16275.000000,13818.387695,366684
2016-05-19,15700.000000,16299.000000,15590.000000,15915.000000,13512.727539,266664
2016-05-20,15915.000000,16244.000000,15889.000000,16199.000000,13753.859375,300384
2016-05-23,16300.000000,16476.000000,16182.000000,16400.000000,13924.519531,178364
2016-05-24,16343.000000,16639.000000,16245.000000,16279.000000,13821.784180,171025
2016-05-25,16400.000000,16750.000000,16304.000000,16740.000000,14213.199219,340555
2016-05-26,16698.000000,17608.000000,16660.000000,17240.000000,14637.727539,581612
2016-05-27,17326.000000,17756.000000,16991.000000,17100.000000,14518.858398,784235
2016-05-30,17153.000000,17329.000000,17028.000000,17230.000000,14629.235352,71165
2016-05-31,17698.000000,17698.000000,16689.000000,16900.000000,14349.048828,445210
2016-06-01,16700.000000,17626.000000,16700.000000,17550.000000,14900.934570,383100
2016-06-02,17694.000000,17694.000000,17324.000000,17451.000000,14816.878906,498357
2016-06-03,17479.000000,17615.000000,17135.000000,17500.000000,14858.482422,251579
2016-06-06,17559.000000,17798.000000,17100.000000,17657.000000,14991.782227,215582
2016-06-07,17775.000000,17873.000000,17394.000000,17522.000000,14877.160156,191884
2016-06-08,17549.000000,18000.000000,17347.000000,17402.000000,14775.273438,247012
2016-06-09,17395.000000,17395.000000,17000.000000,17000.000000,14433.955078,180857
2016-06-10,16999.000000,16999.000000,16611.000000,16700.000000,14179.236328,193498
2016-06-13,16814.000000,17000.000000,16510.000000,16900.000000,14349.048828,227560
2016-06-14,17250.000000,17250.000000,16300.000000,16395.000000,13920.275391,110280
2016-06-15,16497.000000,16728.000000,16372.000000,16372.000000,13900.747070,359853
2016-06-16,16372.000000,16372.000000,16372.000000,16372.000000,13900.747070,0
2016-06-17,16800.000000,17251.000000,16431.000000,16804.000000,14267.538086,469546
2016-06-20,17194.000000,17580.000000,16960.000000,17580.000000,14926.405273,287581
2016-06-21,17317.000000,17804.000000,17301.000000,17700.000000,15028.293945,216279
2016-06-22,17700.000000,18123.000000,17684.000000,17826.000000,15135.273438,188288
2016-06-23,17790.000000,18200.000000,17644.000000,17847.000000,15153.105469,251941
2016-06-24,16950.000000,18028.000000,16950.000000,17600.000000,14943.385742,261227
2016-06-27,17392.000000,17500.000000,16500.000000,16900.000000,14349.048828,194508
2016-06-28,17000.000000,17736.000000,17000.000000,17736.000000,15058.858398,390701
2016-06-29,17341.000000,18350.000000,17341.000000,17700.000000,15028.293945,375362
2016-06-30,18000.000000,18644.000000,17908.000000,18502.000000,15709.235352,779766
2016-07-01,18587.000000,18790.000000,18234.000000,18350.000000,15580.181641,494993
2016-07-04,18350.000000,18496.000000,18050.000000,18363.000000,15591.217773,202880
2016-07-05,18454.000000,18454.000000,17912.000000,17912.000000,15208.291992,279435
2016-07-06,17979.000000,18074.000000,17653.000000,17725.000000,15049.519531,324428
2016-07-07,17995.000000,18200.000000,17761.000000,17886.000000,15186.216797,284065
2016-07-08,17650.000000,18192.000000,17502.000000,18050.000000,15325.461914,294198
2016-07-11,18150.000000,18716.000000,18103.000000,18160.000000,15418.860352,404561
2016-07-12,18499.000000,18499.000000,18011.000000,18199.000000,15451.973633,231602
2016-07-13,18398.000000,18398.000000,17785.000000,17785.000000,15100.461914,248180
2016-07-14,18033.000000,18308.000000,17750.000000,18100.000000,15367.916016,179024
2016-07-15,18100.000000,18100.000000,17750.000000,17836.000000,15143.765625,194542
2016-07-18,17797.000000,18208.000000,17762.000000,18000.000000,15283.010742,208788
2016-07-19,17808.000000,18349.000000,17808.000000,18000.000000,15283.010742,435091
2016-07-20,18000.000000,18628.000000,17901.000000,18280.000000,15520.744141,313796
2016-07-21,18197.000000,18368.000000,18001.000000,18300.000000,15537.726563,203004
2016-07-22,18293.000000,18293.000000,17700.000000,17700.000000,15028.293945,481578
2016-07-25,17695.000000,17800.000000,17471.000000,17692.000000,15021.500000,359017
2016-07-26,17721.000000,18134.000000,17700.000000,17899.000000,15197.253906,190050
2016-07-27,17855.000000,17914.000000,17697.000000,17800.000000,15113.197266,229271
2016-07-28,17700.000000,17915.000000,17405.000000,17500.000000,14858.482422,167451
2016-07-29,17466.000000,17483.000000,16991.000000,16991.000000,14426.311523,230022
2016-08-01,17000.000000,17700.000000,17000.000000,17600.000000,14943.385742,786693
2016-08-02,17645.000000,17677.000000,17391.000000,17530.000000,14883.954102,707287
2016-08-03,17530.000000,17530.000000,17530.000000,17530.000000,14883.954102,0
2016-08-04,17529.000000,17624.000000,16988.000000,17216.000000,14617.350586,370850
2016-08-05,17399.000000,17570.000000,17129.000000,17570.000000,14917.916016,219426
2016-08-08,17300.000000,17395.000000,16678.000000,17200.000000,14603.765625,351367
2016-08-09,17200.000000,17200.000000,17200.000000,17200.000000,14603.765625,0
2016-08-10,17059.000000,17660.000000,17050.000000,17450.000000,14816.030273,338479
2016-08-11,17410.000000,17525.000000,16999.000000,17000.000000,14433.955078,234545
2016-08-12,17050.000000,17126.000000,16519.000000,16878.000000,14330.369141,649855
2016-08-15,16950.000000,17233.000000,16614.000000,17138.000000,14551.124023,1941566
2016-08-16,17099.000000,17394.000000,16855.000000,17000.000000,14433.955078,466779
2016-08-17,17003.000000,17233.000000,16950.000000,17010.000000,14442.444336,621794
2016-08-18,17290.000000,17290.000000,17051.000000,17197.000000,14601.216797,335253
2016-08-19,17041.000000,17499.000000,17041.000000,17189.000000,14594.424805,325894
2016-08-22,17200.000000,17410.000000,17187.000000,17250.000000,14646.217773,284868
2016-08-23,17346.000000,17633.000000,17251.000000,17500.000000,14858.482422,388564
2016-08-24,17524.000000,17533.000000,16932.000000,16980.000000,14416.973633,698914
2016-08-25,17113.000000,17273.000000,16498.000000,16577.000000,14074.803711,1100170
2016-08-26,16640.000000,16640.000000,16295.000000,16400.000000,13924.519531,578389
2016-08-29,16312.000000,16529.000000,16111.000000,16374.000000,13902.444336,430107
2016-08-30,16577.000000,16577.000000,16116.000000,16295.000000,13835.368164,486326
2016-08-31,16289.000000,16305.000000,15475.000000,15600.000000,13245.275391,629674
2016-09-01,15531.000000,15781.000000,15487.000000,15600.000000,13245.275391,442950
2016-09-02,15590.000000,15973.000000,15518.000000,15800.000000,13415.086914,450155
2016-09-05,15904.000000,16080.000000,15740.000000,15935.000000,13529.709961,343173
2016-09-06,15935.000000,16144.000000,15745.000000,16069.000000,13643.483398,590273
2016-09-07,16174.000000,16174.000000,15844.000000,16033.000000,13612.916016,709629
2016-09-08,15805.000000,16257.000000,15805.000000,15994.000000,13579.803711,284381
2016-09-09,15880.000000,16157.000000,15863.000000,16125.000000,13691.029297,187463
2016-09-12,16009.000000,16056.000000,15601.000000,15680.000000,13313.199219,300130
2016-09-13,15700.000000,15947.000000,15700.000000,15804.000000,13418.483398,80607
2016-09-14,15656.000000,15746.000000,15602.000000,15660.000000,13296.218750,114307
2016-09-15,15600.000000,15822.000000,15600.000000,15660.000000,13296.218750,232272
2016-09-16,15530.000000,15748.000000,15182.000000,15230.000000,12931.125977,462619
2016-09-19,15230.000000,15678.000000,15230.000000,15458.000000,13124.708984,149064
2016-09-20,15302.000000,15628.000000,15270.000000,15400.000000,13075.463867,496929
2016-09-21,15323.000000,15702.000000,15323.000000,15575.000000,13224.049805,196361
2016-09-22,15664.000000,15925.000000,15602.000000,15850.000000,13457.539063,201018
2016-09-23,16033.000000,16107.000000,15619.000000,16050.000000,13627.350586,159107
2016-09-26,15950.000000,16258.000000,15859.000000,16054.000000,13630.747070,331649
2016-09-27,16050.000000,16350.000000,15700.000000,16200.000000,13754.708984,426506
2016-09-28,16263.000000,16315.000000,15872.000000,16209.000000,13762.350586,375410
2016-09-29,16418.000000,16418.000000,16201.000000,16271.000000,13814.993164,549205
2016-09-30,16202.000000,16297.000000,15811.000000,16000.000000,13584.897461,210823
2016-10-03,15962.000000,16190.000000,15930.000000,16000.000000,13584.897461,186868
2016-10-04,16054.000000,16293.000000,16022.000000,16106.000000,13674.897461,656223
2016-10-05,16106.000000,16322.000000,16106.000000,16194.000000,13749.614258,258305
2016-10-06,16232.000000,16250.000000,15770.000000,15800.000000,13415.086914,561120
2016-10-07,15818.000000,16080.000000,15645.000000,16000.000000,13584.897461,585784
2016-10-10,15999.000000,16128.000000,15904.000000,15935.000000,13529.709961,72671
2016-10-11,15870.000000,15931.000000,15509.000000,15883.000000,13485.558594,261069
2016-10-12,15870.000000,15870.000000,15562.000000,15693.000000,13324.237305,137997
2016-10-13,15693.000000,15693.000000,15349.000000,15379.000000,13057.633789,127268
2016-10-14,15379.000000,15568.000000,15348.000000,15568.000000,13218.104492,87010
2016-10-17,15442.000000,15692.000000,15287.000000,15494.000000,13155.275391,238686
2016-10-18,15489.000000,16036.000000,15489.000000,15989.000000,13575.558594,421482
2016-10-19,15990.000000,16142.000000,15763.000000,16000.000000,13584.897461,347028
2016-10-20,16000.000000,16000.000000,15703.000000,15824.000000,13435.463867,180541
2016-10-21,15922.000000,15957.000000,15703.000000,15894.000000,13494.897461,282252
2016-10-24,15900.000000,15999.000000,15657.000000,15755.000000,13376.877930,486891
2016-10-25,15776.000000,15852.000000,15608.000000,15610.000000,13253.766602,526041
2016-10-26,15534.000000,15811.000000,15534.000000,15730.000000,13355.652344,623484
2016-10-27,15645.000000,15800.000000,15430.000000,15595.000000,13241.030273,414487
2016-10-28,15595.000000,15596.000000,15300.000000,15400.000000,13075.463867,700240
2016-10-31,15600.000000,15815.000000,15222.000000,15727.000000,13353.106445,394861
2016-11-01,15727.000000,15895.000000,15546.000000,15677.000000,13310.652344,342064
2016-11-02,15798.000000,15798.000000,15340.000000,15526.000000,13182.446289,162832
2016-11-03,15500.000000,15568.000000,15314.000000,15500.000000,13160.370117,133798
2016-11-04,15554.000000,15555.000000,15310.000000,15425.000000,13096.691406,424222
2016-11-07,15555.000000,15902.000000,15435.000000,15850.000000,13457.539063,878140
2016-11-08,15988.000000,16163.000000,15863.000000,16101.000000,13670.652344,645185
2016-11-09,15500.000000,16159.000000,15500.000000,15975.000000,13563.671875,99974
2016-11-10,16199.000000,16297.000000,15822.000000,15891.000000,13492.350586,152786
2016-11-11,16000.000000,16000.000000,15102.000000,15353.000000,13035.557617,285423
2016-11-14,15447.000000,15542.000000,15095.000000,15095.000000,12816.501953,262059
2016-11-15,15399.000000,15400.000000,15006.000000,15324.000000,13010.936523,230143
2016-11-16,15261.000000,15526.000000,15252.000000,15406.000000,13080.557617,286175
2016-11-17,15301.000000,15721.000000,15301.000000,15630.000000,13270.746094,157465
2016-11-18,15800.000000,15800.000000,15350.000000,15730.000000,13355.652344,184773
2016-11-21,15503.000000,15799.000000,15503.000000,15798.000000,13413.388672,106728
2016-11-22,15909.000000,16368.000000,15677.000000,16275.000000,13818.387695,658236
2016-11-23,16275.000000,16341.000000,15800.000000,16112.000000,13679.991211,779270
2016-11-24,16112.000000,16196.000000,16000.000000,16075.000000,13648.577148,99385
2016-11-25,16000.000000,16247.000000,15934.000000,16100.000000,13669.803711,234690
2016-11-28,16020.000000,16650.000000,16020.000000,16158.000000,13719.047852,144173
2016-11-29,16100.000000,16300.000000,16100.000000,16199.000000,13753.859375,368936
2016-11-30,16250.000000,16300.000000,15812.000000,15815.000000,13427.821289,210788
2016-12-01,15891.000000,15997.000000,15229.000000,15482.000000,13145.085938,229749
2016-12-02,15482.000000,16228.000000,15203.000000,15340.000000,13024.520508,115660
2016-12-05,15301.000000,16099.000000,15183.000000,15265.000000,12960.841797,208799
2016-12-06,15280.000000,15497.000000,15179.000000,15193.000000,12899.709961,86134
2016-12-07,15200.000000,15680.000000,15200.000000,15499.000000,13159.521484,181988
2016-12-08,15600.000000,15747.000000,15402.000000,15645.000000,13283.483398,224154
2016-12-09,15780.000000,15780.000000,15571.000000,15628.000000,13269.047852,197448
2016-12-12,15750.000000,15918.000000,15502.000000,15588.000000,13235.086914,188755
2016-12-13,15735.000000,16000.000000,15620.000000,15649.000000,13286.879883,418752
2016-12-14,15670.000000,15984.000000,15520.000000,15795.000000,13410.840820,252915
2016-12-15,15800.000000,15867.000000,15502.000000,15638.000000,13277.540039,227526
2016-12-16,15638.000000,15638.000000,15638.000000,15638.000000,13277.540039,0
2016-12-19,15638.000000,15803.000000,15310.000000,15459.000000,13125.557617,182974
2016-12-20,15637.000000,15748.000000,15414.000000,15716.000000,13343.765625,272966
2016-12-21,15790.000000,16003.000000,15592.000000,15990.000000,13576.408203,305240
2016-12-22,15945.000000,16000.000000,15787.000000,15917.000000,13514.425781,73494
2016-12-23,15836.000000,15931.000000,15681.000000,15762.000000,13382.822266,26453
2016-12-26,15762.000000,15762.000000,15762.000000,15762.000000,13382.822266,0
2016-12-27,15762.000000,15762.000000,15762.000000,15762.000000,13382.822266,0
2016-12-28,15869.000000,16000.000000,15833.000000,15905.000000,13504.236328,53712
2016-12-29,15905.000000,16463.000000,15905.000000,16414.000000,13936.406250,130160
2016-12-30,16414.000000,16489.000000,16100.000000,16427.000000,13947.443359,29707
2017-01-02,16427.000000,16427.000000,16427.000000,16427.000000,13947.443359,0
2017-01-03,16425.000000,16425.000000,16133.000000,16300.000000,13839.615234,126774
2017-01-04,16261.000000,16443.000000,16119.000000,16200.000000,13754.708984,111380
2017-01-05,16399.000000,16399.000000,15918.000000,16000.000000,13584.897461,49318
2017-01-06,16200.000000,16394.000000,15895.000000,15960.000000,13550.935547,103691
2017-01-09,16150.000000,16150.000000,15825.000000,15975.000000,13563.671875,53085
2017-01-10,15975.000000,16190.000000,15937.000000,15990.000000,13576.408203,94493
2017-01-11,15901.000000,16170.000000,15802.000000,15990.000000,13576.408203,90534
2017-01-12,15990.000000,16016.000000,15600.000000,15660.000000,13296.218750,113723
2017-01-13,15800.000000,15800.000000,15580.000000,15615.000000,13258.011719,202022
2017-01-16,15615.000000,15950.000000,15615.000000,15910.000000,13508.482422,134619
2017-01-17,15998.000000,16054.000000,15790.000000,15844.000000,13452.446289,162463
2017-01-18,15701.000000,15931.000000,15701.000000,15862.000000,13467.727539,262974
2017-01-19,15862.000000,16147.000000,15815.000000,15815.000000,13427.821289,226370
2017-01-20,15750.000000,16148.000000,15595.000000,15720.000000,13347.162109,475510
2017-01-23,15750.000000,15934.000000,15720.000000,15850.000000,13457.539063,465041
2017-01-24,15753.000000,16453.000000,15753.000000,16420.000000,13941.500977,793880
2017-01-25,16350.000000,16750.000000,16350.000000,16525.000000,14030.652344,214328
2017-01-26,16750.000000,16750.000000,16385.000000,16500.000000,14009.425781,214441
2017-01-27,16346.000000,16499.000000,16152.000000,16170.000000,13729.237305,160327
2017-01-30,16600.000000,16600.000000,15812.000000,15812.000000,13425.275391,101402
2017-01-31,15812.000000,16253.000000,15812.000000,16134.000000,13698.671875,137345
2017-02-01,16250.000000,16286.000000,16050.000000,16249.000000,13796.313477,147978
2017-02-02,16299.000000,16299.000000,16001.000000,16092.000000,13663.010742,108256
2017-02-03,16102.000000,16130.000000,15950.000000,16129.000000,13694.425781,1506736
2017-02-06,16098.000000,16268.000000,15977.000000,16100.000000,13669.803711,221286
2017-02-07,15913.000000,15926.000000,15675.000000,15774.000000,13393.010742,212956
2017-02-08,16000.000000,16000.000000,15650.000000,15800.000000,13415.086914,267247
2017-02-09,15781.000000,15875.000000,15487.000000,15590.000000,13236.784180,205945
2017-02-10,16000.000000,16000.000000,15690.000000,15739.000000,13363.292969,325886
2017-02-13,15900.000000,15955.000000,15754.000000,15800.000000,13415.086914,113311
2017-02-14,15770.000000,15997.000000,15704.000000,15997.000000,13582.349609,469235
2017-02-15,15902.000000,16150.000000,15902.000000,16101.000000,13670.652344,544218
2017-02-16,16114.000000,16402.000000,16109.000000,16290.000000,13831.124023,477254
2017-02-17,16102.000000,16568.000000,16102.000000,16475.000000,13988.199219,241585
2017-02-20,16400.000000,16439.000000,16107.000000,16200.000000,13754.708984,92146
2017-02-21,16203.000000,16399.000000,16100.000000,16200.000000,13754.708984,119784
2017-02-22,16204.000000,16419.000000,16109.000000,16300.000000,13839.615234,316084
2017-02-23,16225.000000,16675.000000,16201.000000,16501.000000,14010.275391,222872
2017-02-24,16501.000000,16698.000000,16221.000000,16466.000000,13980.556641,335295
2017-02-27,16400.000000,16499.000000,16081.000000,16280.000000,13822.632813,443930
2017-02-28,16279.000000,16467.000000,16250.000000,16280.000000,13822.632813,393601
2017-03-01,15851.000000,15851.000000,14502.000000,15105.000000,12824.992188,1303826
2017-03-02,15125.000000,15190.000000,14845.000000,14973.000000,12712.916016,868164
2017-03-03,14902.000000,14902.000000,14600.000000,14600.000000,12396.219727,732014
2017-03-06,14600.000000,15200.000000,14416.000000,15083.000000,12806.313477,446032
2017-03-07,15100.000000,15248.000000,14400.000000,14900.000000,12650.935547,236416
2017-03-08,14850.000000,15048.000000,14594.000000,14670.000000,12455.654297,373074
2017-03-09,14500.000000,14750.000000,14451.000000,14611.000000,12405.558594,482165
2017-03-10,14511.000000,14820.000000,14501.000000,14558.000000,12360.558594,333836
2017-03-13,14900.000000,14900.000000,14398.000000,14420.000000,12243.388672,263011
2017-03-14,14745.000000,14745.000000,13900.000000,13914.000000,11813.766602,265569
2017-03-15,13915.000000,13915.000000,13368.000000,13825.000000,11738.201172,526275
2017-03-16,13900.000000,14261.000000,13867.000000,14239.000000,12089.709961,515747
2017-03-17,14190.000000,14219.000000,13810.000000,14150.000000,12014.144531,652991
2017-03-20,14150.000000,14383.000000,14050.000000,14196.000000,12053.200195,119861
2017-03-22,13757.000000,13899.000000,13334.000000,13582.000000,12005.467773,665209
2017-03-23,13779.000000,13779.000000,13444.000000,13500.000000,11932.987305,194837
2017-03-24,13491.000000,13650.000000,13257.000000,13260.000000,11720.844727,256371
2017-03-27,13599.000000,13599.000000,12894.000000,12901.000000,11403.515625,293255
2017-03-28,12921.000000,13251.000000,12878.000000,13166.000000,11637.755859,423093
2017-03-29,13250.000000,13344.000000,13180.000000,13200.000000,11667.809570,179958
2017-03-30,13204.000000,13339.000000,12921.000000,13128.000000,11604.166992,458505
2017-03-31,12900.000000,12990.000000,12686.000000,12886.000000,11390.256836,333129
2017-04-03,12900.000000,13012.000000,12551.000000,12600.000000,11137.454102,515126
2017-04-04,12619.000000,12621.000000,12342.000000,12525.000000,11071.160156,630950
2017-04-05,12680.000000,12680.000000,12179.000000,12334.000000,10902.330078,563284
2017-04-06,12250.000000,12420.000000,12184.000000,12322.000000,10891.722656,929519
2017-04-07,12250.000000,12600.000000,12182.000000,12364.000000,10928.848633,771098
2017-04-10,12495.000000,12590.000000,12423.000000,12500.000000,11049.061523,654229
2017-04-11,12500.000000,13189.000000,12500.000000,12800.000000,11314.239258,1069105
2017-04-12,12810.000000,13175.000000,12810.000000,13102.000000,11581.184570,280174
2017-04-13,13193.000000,13223.000000,13077.000000,13200.000000,11667.809570,464046
2017-04-18,13200.000000,13700.000000,13200.000000,13700.000000,12109.772461,345172
2017-04-19,13541.000000,13750.000000,13366.000000,13500.000000,11932.987305,486245
2017-04-20,13444.000000,13520.000000,13350.000000,13450.000000,11888.790039,165382
2017-04-21,13357.000000,13456.000000,13300.000000,13400.000000,11844.592773,140354
2017-04-24,13500.000000,13897.000000,13465.000000,13880.000000,12268.878906,239784
2017-04-25,13769.000000,14006.000000,13637.000000,14000.000000,12374.949219,331870
2017-04-26,13950.000000,14066.000000,13879.000000,14000.000000,12374.949219,268628
2017-04-28,14081.000000,14298.000000,14027.000000,14240.000000,12587.090820,346111
2017-05-01,14240.000000,14240.000000,14240.000000,14240.000000,12587.090820,0
2017-05-02,14289.000000,14590.000000,14235.000000,14580.000000,12887.625000,523289
2017-05-03,14588.000000,14652.000000,14352.000000,14480.000000,12799.232422,364680
2017-05-04,14401.000000,14569.000000,14321.000000,14367.000000,12699.349609,425630
2017-05-05,14340.000000,14468.000000,14212.000000,14270.000000,12613.608398,693814
2017-05-08,14300.000000,14300.000000,14128.000000,14131.000000,12490.743164,249982
2017-05-09,14090.000000,14300.000000,14067.000000,14262.000000,12606.537109,337774
2017-05-10,14300.000000,14450.000000,14225.000000,14262.000000,12606.537109,250135
2017-05-11,14300.000000,14350.000000,14191.000000,14236.000000,12583.555664,183882
2017-05-12,14190.000000,14329.000000,13900.000000,13995.000000,12370.529297,597623
2017-05-15,14050.000000,14050.000000,13746.000000,13800.000000,12198.164063,210921
2017-05-16,13700.000000,13865.000000,13661.000000,13661.000000,12075.298828,264373
2017-05-17,13608.000000,13849.000000,13608.000000,13650.000000,12065.575195,234790
2017-05-18,13551.000000,13939.000000,13501.000000,13939.000000,12321.029297,221830
2017-05-19,13848.000000,14052.000000,13825.000000,13980.000000,12357.271484,123634
2017-05-22,14003.000000,14109.000000,13878.000000,14000.000000,12374.949219,225679
2017-05-23,13929.000000,13950.000000,13815.000000,13890.000000,12277.717773,53640
2017-05-24,13626.000000,13905.000000,13626.000000,13673.000000,12085.905273,277321
2017-05-25,13699.000000,13849.000000,13699.000000,13752.000000,12155.736328,222568
2017-05-26,13822.000000,13822.000000,13626.000000,13693.000000,12103.583984,215486
2017-05-29,13601.000000,13665.000000,13512.000000,13569.000000,11993.977539,72207
2017-05-30,13582.000000,13603.000000,13451.000000,13600.000000,12021.379883,134540
2017-05-31,13419.000000,13598.000000,13071.000000,13219.000000,11684.604492,291889
2017-06-01,13060.000000,13143.000000,12627.000000,12772.000000,11289.489258,240874
2017-06-02,12950.000000,13196.000000,12783.000000,13191.000000,11659.853516,78471
2017-06-05,13117.000000,13181.000000,12969.000000,13135.000000,11610.353516,149287
2017-06-06,13100.000000,13193.000000,12911.000000,12950.000000,11446.827148,100627
2017-06-07,13000.000000,13000.000000,12645.000000,12665.000000,11194.910156,41128
2017-06-08,12830.000000,12830.000000,12430.000000,12446.000000,11001.330078,124229
2017-06-09,12730.000000,12730.000000,12447.000000,12580.000000,11119.775391,185244
2017-06-12,12580.000000,13000.000000,12580.000000,12657.000000,11187.837891,272664
2017-06-13,12588.000000,12898.000000,12550.000000,12580.000000,11119.775391,155153
2017-06-14,12664.000000,12706.000000,12592.000000,12660.000000,11190.489258,233894
2017-06-15,12550.000000,12768.000000,12550.000000,12688.000000,11215.240234,278540
2017-06-16,12688.000000,12688.000000,12688.000000,12688.000000,11215.240234,0
2017-06-19,12600.000000,12648.000000,12435.000000,12630.000000,11163.971680,148907
2017-06-20,12850.000000,12896.000000,12447.000000,12552.000000,11095.026367,77005
2017-06-21,12552.000000,13031.000000,12550.000000,12800.000000,11314.239258,259928
2017-06-22,12800.000000,12800.000000,12500.000000,12515.000000,11062.321289,122520
2017-06-23,12800.000000,12800.000000,12580.000000,12689.000000,11216.123047,34308
2017-06-26,12700.000000,12840.000000,12580.000000,12734.000000,11255.900391,114134
2017-06-27,12582.000000,12824.000000,12514.000000,12745.000000,11265.623047,87301
2017-06-28,12705.000000,12799.000000,12467.000000,12467.000000,11019.892578,136566
2017-06-29,12506.000000,12749.000000,12364.000000,12364.000000,10928.848633,63300
2017-06-30,12561.000000,12592.000000,12200.000000,12251.000000,10828.964844,170268
2017-07-03,12203.000000,12525.000000,12203.000000,12320.000000,10889.955078,240842
2017-07-04,12350.000000,12556.000000,12343.000000,12400.000000,10960.668945,66744
2017-07-05,12385.000000,12546.000000,12382.000000,12421.000000,10979.232422,166127
2017-07-06,12202.000000,12702.000000,12202.000000,12652.000000,11183.417969,269928
2017-07-07,12462.000000,12695.000000,12462.000000,12650.000000,11181.649414,209535
2017-07-10,12700.000000,12889.000000,12603.000000,12713.000000,11237.337891,244024
2017-07-11,12651.000000,12800.000000,12650.000000,12650.000000,11181.649414,133693
2017-07-12,12898.000000,12898.000000,12650.000000,12650.000000,11181.649414,299412
2017-07-13,12651.000000,12829.000000,12650.000000,12733.000000,11255.015625,75326
2017-07-14,12733.000000,12950.000000,12733.000000,12950.000000,11446.827148,147514
2017-07-17,12950.000000,13100.000000,12949.000000,13100.000000,11579.416992,92125
2017-07-18,13028.000000,13211.000000,12990.000000,13020.000000,11508.702148,57924
2017-07-19,13200.000000,13326.000000,13116.000000,13326.000000,11779.183594,306285
2017-07-20,13200.000000,13424.000000,13186.000000,13318.000000,11772.112305,1055195
2017-07-21,13397.000000,13398.000000,13145.000000,13190.000000,11658.970703,103222
2017-07-24,13100.000000,13203.000000,12976.000000,12995.000000,11486.604492,192889
2017-07-25,13084.000000,13084.000000,12951.000000,13003.000000,11493.675781,170627
2017-07-26,13050.000000,13101.000000,12998.000000,13100.000000,11579.416992,79801
2017-07-27,13050.000000,13264.000000,13050.000000,13224.000000,11689.023438,282754
2017-07-28,13000.000000,13300.000000,13000.000000,13150.000000,11623.614258,97426
2017-07-31,13200.000000,13337.000000,13111.000000,13200.000000,11667.809570,169593
2017-08-01,13185.000000,13297.000000,13100.000000,13180.000000,11650.130859,309652
2017-08-02,13179.000000,13251.000000,13140.000000,13200.000000,11667.809570,389609
2017-08-03,13199.000000,13330.000000,12900.000000,13100.000000,11579.416992,229170
2017-08-04,13014.000000,13110.000000,12751.000000,13022.000000,11510.469727,292690
2017-08-07,13020.000000,13074.000000,12830.000000,13010.000000,11499.863281,251724
2017-08-08,12955.000000,13175.000000,12953.000000,13175.000000,11645.710938,195614
2017-08-09,13175.000000,13175.000000,13175.000000,13175.000000,11645.710938,0
2017-08-10,13175.000000,13615.000000,13120.000000,13500.000000,11932.987305,231972
2017-08-11,13500.000000,13725.000000,13442.000000,13601.000000,12022.262695,73892
2017-08-14,13600.000000,13843.000000,13600.000000,13833.000000,12227.333008,267207
2017-08-15,13824.000000,14057.000000,13745.000000,14010.000000,12383.788086,286645
2017-08-16,14000.000000,14271.000000,14000.000000,14050.000000,12419.145508,530849
2017-08-17,14165.000000,14170.000000,13849.000000,13970.000000,12348.431641,107888
2017-08-18,13700.000000,13928.000000,13626.000000,13700.000000,12109.772461,138501
2017-08-21,13806.000000,13984.000000,13648.000000,13746.000000,12150.432617,102698
2017-08-22,13851.000000,14074.000000,13832.000000,13949.000000,12329.869141,157152
2017-08-23,13870.000000,13985.000000,13705.000000,13899.000000,12285.671875,413764
2017-08-24,13898.000000,14073.000000,13860.000000,13911.000000,12296.280273,111827
2017-08-25,13878.000000,13967.000000,13670.000000,13700.000000,12109.772461,112355
2017-08-28,13602.000000,13772.000000,13471.000000,13530.000000,11959.504883,234737
2017-08-29,13475.000000,13480.000000,13347.000000,13480.000000,11915.307617,365558
2017-08-30,13472.000000,13581.000000,13375.000000,13445.000000,11884.371094,263586
2017-08-31,13407.000000,13492.000000,13405.000000,13477.000000,11912.657227,142657
2017-09-01,13600.000000,13625.000000,13449.000000,13600.000000,12021.379883,112243
2017-09-04,13402.000000,13593.000000,13402.000000,13460.000000,11897.629883,120697
2017-09-05,13401.000000,13522.000000,13401.000000,13469.000000,11905.584961,157037
2017-09-06,13560.000000,13560.000000,12879.000000,12940.000000,11437.988281,729693
2017-09-07,13126.000000,13126.000000,12641.000000,12800.000000,11314.239258,486974
2017-09-08,12702.000000,12933.000000,12606.000000,12750.000000,11270.042969,157364
